run_accession	sample_accession	fastq_ftp	sample_alias
SRR18340976	SAMN26732518	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/076/SRR18340976/SRR18340976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/076/SRR18340976/SRR18340976_2.fastq.gz	HTP_3_2_21
SRR18340977	SAMN26732517	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/077/SRR18340977/SRR18340977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/077/SRR18340977/SRR18340977_2.fastq.gz	HTP_3_18_2021
SRR18340978	SAMN26732454	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/078/SRR18340978/SRR18340978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/078/SRR18340978/SRR18340978_2.fastq.gz	ESC_10_5_20
SRR18340979	SAMN26732516	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/079/SRR18340979/SRR18340979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/079/SRR18340979/SRR18340979_2.fastq.gz	HTP_3_16_21
SRR18340980	SAMN26732515	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/080/SRR18340980/SRR18340980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/080/SRR18340980/SRR18340980_2.fastq.gz	HTP_3_14_21
SRR18340981	SAMN26732514	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/081/SRR18340981/SRR18340981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/081/SRR18340981/SRR18340981_2.fastq.gz	HTP_3_11_21
SRR18340982	SAMN26732513	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/082/SRR18340982/SRR18340982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/082/SRR18340982/SRR18340982_2.fastq.gz	HTP_2_9_21
SRR18340983	SAMN26732512	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/083/SRR18340983/SRR18340983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/083/SRR18340983/SRR18340983_2.fastq.gz	HTP_2_7_21
SRR18340984	SAMN26732511	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/084/SRR18340984/SRR18340984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/084/SRR18340984/SRR18340984_2.fastq.gz	HTP_2_4_21
SRR18340985	SAMN26732510	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/085/SRR18340985/SRR18340985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/085/SRR18340985/SRR18340985_2.fastq.gz	HTP_2_28_21
SRR18340986	SAMN26732484	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/086/SRR18340986/SRR18340986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/086/SRR18340986/SRR18340986_2.fastq.gz	ESC_8_10_20
SRR18340987	SAMN26732483	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/087/SRR18340987/SRR18340987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/087/SRR18340987/SRR18340987_2.fastq.gz	ESC_7_5_2021
SRR18340988	SAMN26732482	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/088/SRR18340988/SRR18340988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/088/SRR18340988/SRR18340988_2.fastq.gz	ESC_7_19_2021
SRR18340989	SAMN26732481	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/089/SRR18340989/SRR18340989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/089/SRR18340989/SRR18340989_2.fastq.gz	ESC_7_12_2021
SRR18340990	SAMN26732480	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/090/SRR18340990/SRR18340990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/090/SRR18340990/SRR18340990_2.fastq.gz	ESC_6_9_2021
SRR18340991	SAMN26732479	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/091/SRR18340991/SRR18340991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/091/SRR18340991/SRR18340991_2.fastq.gz	ESC_6_24_2021
SRR18340992	SAMN26732478	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/092/SRR18340992/SRR18340992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/092/SRR18340992/SRR18340992_2.fastq.gz	ESC_6_14_2021
SRR18340993	SAMN26732477	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/093/SRR18340993/SRR18340993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/093/SRR18340993/SRR18340993_2.fastq.gz	ESC_5_31_2021
SRR18340994	SAMN26732450	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/094/SRR18340994/SRR18340994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/094/SRR18340994/SRR18340994_2.fastq.gz	ESC_1_4_21
SRR18340995	SAMN26732476	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/095/SRR18340995/SRR18340995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/095/SRR18340995/SRR18340995_2.fastq.gz	ESC_5_24_2021
SRR18340996	SAMN26732475	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/096/SRR18340996/SRR18340996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/096/SRR18340996/SRR18340996_2.fastq.gz	ESC_5_10_2021
SRR18340997	SAMN26732474	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/097/SRR18340997/SRR18340997_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/097/SRR18340997/SRR18340997_2.fastq.gz	ESC_4_5_2021
SRR18340998	SAMN26732473	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/098/SRR18340998/SRR18340998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/098/SRR18340998/SRR18340998_2.fastq.gz	ESC_4_26_2021
SRR18340999	SAMN26732472	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/099/SRR18340999/SRR18340999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/099/SRR18340999/SRR18340999_2.fastq.gz	ESC_4_19_2021
SRR18341000	SAMN26732471	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/000/SRR18341000/SRR18341000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/000/SRR18341000/SRR18341000_2.fastq.gz	ESC_4_12_2021
SRR18341001	SAMN26732470	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/001/SRR18341001/SRR18341001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/001/SRR18341001/SRR18341001_2.fastq.gz	ESC_3_8_2021
SRR18341002	SAMN26732469	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/002/SRR18341002/SRR18341002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/002/SRR18341002/SRR18341002_2.fastq.gz	ESC_3_29_2021
SRR18341003	SAMN26732468	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/003/SRR18341003/SRR18341003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/003/SRR18341003/SRR18341003_2.fastq.gz	ESC_3_22_2021
SRR18341004	SAMN26732467	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/004/SRR18341004/SRR18341004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/004/SRR18341004/SRR18341004_2.fastq.gz	ESC_3_17_2021
SRR18341005	SAMN26732449	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/005/SRR18341005/SRR18341005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/005/SRR18341005/SRR18341005_2.fastq.gz	ESC_1_25_21
SRR18341006	SAMN26732466	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/006/SRR18341006/SRR18341006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/006/SRR18341006/SRR18341006_2.fastq.gz	ESC_3_1_21
SRR18341007	SAMN26732465	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/007/SRR18341007/SRR18341007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/007/SRR18341007/SRR18341007_2.fastq.gz	ESC_2_8_21
SRR18341008	SAMN26732626	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/008/SRR18341008/SRR18341008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/008/SRR18341008/SRR18341008_2.fastq.gz	PL_8_3_2021
SRR18341009	SAMN26732625	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/009/SRR18341009/SRR18341009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/009/SRR18341009/SRR18341009_2.fastq.gz	PL_7_5_2021
SRR18341010	SAMN26732624	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/010/SRR18341010/SRR18341010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/010/SRR18341010/SRR18341010_2.fastq.gz	PL_7_29_2021
SRR18341011	SAMN26732623	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/011/SRR18341011/SRR18341011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/011/SRR18341011/SRR18341011_2.fastq.gz	PL_7_25_2021
SRR18341012	SAMN26732622	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/012/SRR18341012/SRR18341012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/012/SRR18341012/SRR18341012_2.fastq.gz	PL_7_19_2021
SRR18341013	SAMN26732621	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/013/SRR18341013/SRR18341013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/013/SRR18341013/SRR18341013_2.fastq.gz	PL_7_12_2021
SRR18341014	SAMN26732509	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/014/SRR18341014/SRR18341014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/014/SRR18341014/SRR18341014_2.fastq.gz	HTP_2_23_21
SRR18341015	SAMN26732508	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/015/SRR18341015/SRR18341015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/015/SRR18341015/SRR18341015_2.fastq.gz	HTP_2_21_21
SRR18341016	SAMN26732507	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/016/SRR18341016/SRR18341016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/016/SRR18341016/SRR18341016_2.fastq.gz	HTP_2_2_21
SRR18341017	SAMN26732453	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/017/SRR18341017/SRR18341017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/017/SRR18341017/SRR18341017_2.fastq.gz	ESC_10_26_20
SRR18341018	SAMN26732506	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/018/SRR18341018/SRR18341018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/018/SRR18341018/SRR18341018_2.fastq.gz	HTP_2_18_21
SRR18341019	SAMN26732505	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/019/SRR18341019/SRR18341019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/019/SRR18341019/SRR18341019_2.fastq.gz	HTP_2_16_21
SRR18341020	SAMN26732504	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/020/SRR18341020/SRR18341020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/020/SRR18341020/SRR18341020_2.fastq.gz	HTP_2_15_21
SRR18341021	SAMN26732503	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/021/SRR18341021/SRR18341021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/021/SRR18341021/SRR18341021_2.fastq.gz	HTP_2_10_21
SRR18341022	SAMN26732502	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/022/SRR18341022/SRR18341022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/022/SRR18341022/SRR18341022_2.fastq.gz	HTP_1_7_21
SRR18341023	SAMN26732501	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/023/SRR18341023/SRR18341023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/023/SRR18341023/SRR18341023_2.fastq.gz	HTP_1_5_21
SRR18341024	SAMN26732500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/024/SRR18341024/SRR18341024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/024/SRR18341024/SRR18341024_2.fastq.gz	HTP_1_31_21
SRR18341025	SAMN26732499	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/025/SRR18341025/SRR18341025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/025/SRR18341025/SRR18341025_2.fastq.gz	HTP_1_28_21
SRR18341026	SAMN26732498	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/026/SRR18341026/SRR18341026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/026/SRR18341026/SRR18341026_2.fastq.gz	HTP_1_26_21
SRR18341027	SAMN26732497	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/027/SRR18341027/SRR18341027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/027/SRR18341027/SRR18341027_2.fastq.gz	HTP_1_24_21
SRR18341028	SAMN26732452	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/028/SRR18341028/SRR18341028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/028/SRR18341028/SRR18341028_2.fastq.gz	ESC_10_19_20
SRR18341029	SAMN26732496	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/029/SRR18341029/SRR18341029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/029/SRR18341029/SRR18341029_2.fastq.gz	HTP_1_21_21
SRR18341030	SAMN26732495	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/030/SRR18341030/SRR18341030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/030/SRR18341030/SRR18341030_2.fastq.gz	HTP_1_19_21
SRR18341031	SAMN26732494	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/031/SRR18341031/SRR18341031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/031/SRR18341031/SRR18341031_2.fastq.gz	HTP_1_14_21
SRR18341032	SAMN26732493	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/032/SRR18341032/SRR18341032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/032/SRR18341032/SRR18341032_2.fastq.gz	HTP_1_12_21
SRR18341033	SAMN26732492	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/033/SRR18341033/SRR18341033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/033/SRR18341033/SRR18341033_2.fastq.gz	HTP_1_10_21
SRR18341034	SAMN26732491	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/034/SRR18341034/SRR18341034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/034/SRR18341034/SRR18341034_2.fastq.gz	ESC_9_7_20
SRR18341035	SAMN26732490	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/035/SRR18341035/SRR18341035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/035/SRR18341035/SRR18341035_2.fastq.gz	ESC_9_21_20
SRR18341036	SAMN26732489	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/036/SRR18341036/SRR18341036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/036/SRR18341036/SRR18341036_2.fastq.gz	ESC_9_14_20
SRR18341037	SAMN26732488	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/037/SRR18341037/SRR18341037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/037/SRR18341037/SRR18341037_2.fastq.gz	ESC_8_31_20
SRR18341038	SAMN26732487	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/038/SRR18341038/SRR18341038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/038/SRR18341038/SRR18341038_2.fastq.gz	ESC_8_3_20
SRR18341039	SAMN26732451	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/039/SRR18341039/SRR18341039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/039/SRR18341039/SRR18341039_2.fastq.gz	ESC_10_12_20
SRR18341040	SAMN26732486	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/040/SRR18341040/SRR18341040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/040/SRR18341040/SRR18341040_2.fastq.gz	ESC_8_24_20
SRR18341041	SAMN26732485	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/041/SRR18341041/SRR18341041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/041/SRR18341041/SRR18341041_2.fastq.gz	ESC_8_17_20
SRR18341042	SAMN26732595	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/042/SRR18341042/SRR18341042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/042/SRR18341042/SRR18341042_2.fastq.gz	PL_3_3_2021
SRR18341043	SAMN26732594	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/043/SRR18341043/SRR18341043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/043/SRR18341043/SRR18341043_2.fastq.gz	PL_3_29_2021
SRR18341044	SAMN26732593	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/044/SRR18341044/SRR18341044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/044/SRR18341044/SRR18341044_2.fastq.gz	PL_3_28_2021
SRR18341045	SAMN26732592	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/045/SRR18341045/SRR18341045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/045/SRR18341045/SRR18341045_2.fastq.gz	PL_3_24_2021
SRR18341046	SAMN26732591	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/046/SRR18341046/SRR18341046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/046/SRR18341046/SRR18341046_2.fastq.gz	PL_3_22_2021
SRR18341047	SAMN26732590	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/047/SRR18341047/SRR18341047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/047/SRR18341047/SRR18341047_2.fastq.gz	PL_3_21_2021
SRR18341048	SAMN26732589	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/048/SRR18341048/SRR18341048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/048/SRR18341048/SRR18341048_2.fastq.gz	PL_3_18_2021
SRR18341049	SAMN26732588	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/049/SRR18341049/SRR18341049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/049/SRR18341049/SRR18341049_2.fastq.gz	PL_3_15_2021
SRR18341050	SAMN26732587	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/050/SRR18341050/SRR18341050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/050/SRR18341050/SRR18341050_2.fastq.gz	PL_3_14_2021
SRR18341051	SAMN26732461	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/051/SRR18341051/SRR18341051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/051/SRR18341051/SRR18341051_2.fastq.gz	ESC_12_28_20
SRR18341052	SAMN26732586	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/052/SRR18341052/SRR18341052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/052/SRR18341052/SRR18341052_2.fastq.gz	PL_3_10_2021
SRR18341053	SAMN26732585	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/053/SRR18341053/SRR18341053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/053/SRR18341053/SRR18341053_2.fastq.gz	PL_3_1_21
SRR18341054	SAMN26732584	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/054/SRR18341054/SRR18341054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/054/SRR18341054/SRR18341054_2.fastq.gz	PL_2_8_21
SRR18341055	SAMN26732583	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/055/SRR18341055/SRR18341055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/055/SRR18341055/SRR18341055_2.fastq.gz	PL_2_7_21
SRR18341056	SAMN26732582	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/056/SRR18341056/SRR18341056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/056/SRR18341056/SRR18341056_2.fastq.gz	PL_2_3_21
SRR18341057	SAMN26732581	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/057/SRR18341057/SRR18341057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/057/SRR18341057/SRR18341057_2.fastq.gz	PL_2_28_21
SRR18341058	SAMN26732580	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/058/SRR18341058/SRR18341058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/058/SRR18341058/SRR18341058_2.fastq.gz	PL_2_22_21
SRR18341059	SAMN26732579	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/059/SRR18341059/SRR18341059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/059/SRR18341059/SRR18341059_2.fastq.gz	PL_2_21_21
SRR18341060	SAMN26732578	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/060/SRR18341060/SRR18341060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/060/SRR18341060/SRR18341060_2.fastq.gz	PL_2_17_21
SRR18341061	SAMN26732577	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/061/SRR18341061/SRR18341061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/061/SRR18341061/SRR18341061_2.fastq.gz	PL_2_15_21
SRR18341062	SAMN26732460	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/062/SRR18341062/SRR18341062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/062/SRR18341062/SRR18341062_2.fastq.gz	ESC_12_21_20
SRR18341063	SAMN26732576	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/063/SRR18341063/SRR18341063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/063/SRR18341063/SRR18341063_2.fastq.gz	PL_2_14_21
SRR18341064	SAMN26732575	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/064/SRR18341064/SRR18341064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/064/SRR18341064/SRR18341064_2.fastq.gz	PL_2_10_21
SRR18341065	SAMN26732574	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/065/SRR18341065/SRR18341065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/065/SRR18341065/SRR18341065_2.fastq.gz	PL_2_1_21
SRR18341066	SAMN26732573	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/066/SRR18341066/SRR18341066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/066/SRR18341066/SRR18341066_2.fastq.gz	PL_1_6_21
SRR18341067	SAMN26732572	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/067/SRR18341067/SRR18341067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/067/SRR18341067/SRR18341067_2.fastq.gz	PL_1_31_21
SRR18341068	SAMN26732571	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/068/SRR18341068/SRR18341068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/068/SRR18341068/SRR18341068_2.fastq.gz	PL_1_27_21
SRR18341069	SAMN26732570	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/069/SRR18341069/SRR18341069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/069/SRR18341069/SRR18341069_2.fastq.gz	PL_1_25_21
SRR18341070	SAMN26732546	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/070/SRR18341070/SRR18341070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/070/SRR18341070/SRR18341070_2.fastq.gz	HTP_5_4_2021
SRR18341071	SAMN26732545	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/071/SRR18341071/SRR18341071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/071/SRR18341071/SRR18341071_2.fastq.gz	HTP_5_31_2021
SRR18341072	SAMN26732544	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/072/SRR18341072/SRR18341072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/072/SRR18341072/SRR18341072_2.fastq.gz	HTP_5_25_2021
SRR18341073	SAMN26732543	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/073/SRR18341073/SRR18341073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/073/SRR18341073/SRR18341073_2.fastq.gz	HTP_5_24_2021
SRR18341074	SAMN26732542	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/074/SRR18341074/SRR18341074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/074/SRR18341074/SRR18341074_2.fastq.gz	HTP_5_23_2021
SRR18341075	SAMN26732541	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/075/SRR18341075/SRR18341075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/075/SRR18341075/SRR18341075_2.fastq.gz	HTP_5_20_2021
SRR18341076	SAMN26732540	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/076/SRR18341076/SRR18341076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/076/SRR18341076/SRR18341076_2.fastq.gz	HTP_5_2_2021
SRR18341077	SAMN26732539	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/077/SRR18341077/SRR18341077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/077/SRR18341077/SRR18341077_2.fastq.gz	HTP_5_18_2021
SRR18341078	SAMN26732538	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/078/SRR18341078/SRR18341078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/078/SRR18341078/SRR18341078_2.fastq.gz	HTP_5_16_2021
